// Melia
// Database file
//---------------------------------------------------------------------------

[
{ mapId: 11, className: "barrack", engName: "Barracks", localKey: "ETC_20150317_001338" },
{ mapId: 3570, className: "d_limestonecave_52_2", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3580, className: "d_limestonecave_52_3", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3590, className: "d_limestonecave_52_4", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3600, className: "d_limestonecave_52_5", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3610, className: "d_velniasprison_51_1", engName: "Klaipeda Region", localKey: "ETC_20150317_001143" },
{ mapId: 3620, className: "d_velniasprison_51_2", engName: "Klaipeda Region", localKey: "ETC_20150317_001143" },
{ mapId: 3630, className: "d_velniasprison_51_3", engName: "Klaipeda Region", localKey: "ETC_20150317_001143" },
{ mapId: 3640, className: "d_velniasprison_51_4", engName: "Klaipeda Region", localKey: "ETC_20150317_001143" },
{ mapId: 3650, className: "d_velniasprison_51_5", engName: "Klaipeda Region", localKey: "ETC_20150317_001143" },
{ mapId: 3660, className: "d_limestonecave_55_1", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3670, className: "f_bracken_42_1", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3680, className: "f_bracken_42_2", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3690, className: "f_bracken_43_1", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3700, className: "f_bracken_43_2", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3710, className: "f_bracken_43_3", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3720, className: "f_bracken_43_4", engName: "Kiren Province", localKey: "ETC_20150317_001231" },
{ mapId: 3730, className: "f_farm_47_1", engName: "Klaipeda Region", localKey: "ETC_20150317_001143" },
{ mapId: 3740, className: "f_farm_47_2", engName: "Klaipeda Region", localKey: "ETC_20150317_001143" },
{ mapId: 3750, className: "f_farm_47_3", engName: "Klaipeda Region", localKey: "ETC_20150317_001143" },
{ mapId: 3760, className: "f_tableland_11_1", engName: "Kaliss Province", localKey: "ETC_20150317_001238" },
{ mapId: 3770, className: "f_3cmlake_26_1", engName: "Starlit Lake", localKey: "ETC_20150317_001262" },
{ mapId: 3780, className: "f_3cmlake_26_2", engName: "Starlit Lake", localKey: "ETC_20150317_001262" },
{ mapId: 3790, className: "f_dcapital_53_1", engName: "Royal Territory", localKey: "ETC_20150317_001149" },
{ mapId: 3800, className: "d_itemdungeon_1", engName: "Item Dungeon", localKey: "ETC_20150317_001448" },
{ mapId: 3810, className: "d_underfortress_59_1", engName: "Fedimian Territory", localKey: "ETC_20150317_001141" },
{ mapId: 3820, className: "d_underfortress_59_2", engName: "Fedimian Territory", localKey: "ETC_20150317_001141" },
{ mapId: 3830, className: "d_underfortress_59_3", engName: "Fedimian Territory", localKey: "ETC_20150317_001141" },
{ mapId: 3840, className: "d_startower_60_1", engName: "Romuva Sanctum", localKey: "ETC_20150317_001217" },
{ mapId: 3850, className: "d_firetower_61_1", engName: "Kaliss Province", localKey: "ETC_20150317_001238" },
{ mapId: 3860, className: "d_firetower_61_2", engName: "Kaliss Province", localKey: "ETC_20150317_001238" },
{ mapId: 3870, className: "ID_startower", engName: "?", localKey: "?" },
{ mapId: 3880, className: "ID_firetower", engName: "?", localKey: "?" },
{ mapId: 3890, className: "id_chaple", engName: "?", localKey: "?" },
{ mapId: 3900, className: "id_catacom", engName: "?", localKey: "?" },
{ mapId: 3910, className: "d_prison_62_1", engName: "?", localKey: "?" },
{ mapId: 3920, className: "d_prison_62_2", engName: "?", localKey: "?" },
{ mapId: 3930, className: "d_prison_62_3", engName: "?", localKey: "?" },
{ mapId: 3940, className: "id_remains", engName: "?", localKey: "?" },
{ mapId: 3950, className: "id_thorn", engName: "?", localKey: "?" },
{ mapId: 3960, className: "f_bracken_63_1", engName: "?", localKey: "?" },
{ mapId: 3970, className: "f_bracken_63_2", engName: "?", localKey: "?" },
{ mapId: 3980, className: "f_bracken_63_3", engName: "?", localKey: "?" },
{ mapId: 3990, className: "d_abbey_64_1", engName: "?", localKey: "?" },
{ mapId: 4000, className: "d_abbey_64_2", engName: "?", localKey: "?" },
{ mapId: 4010, className: "d_abbey_64_3", engName: "?", localKey: "?" },
{ mapId: 4020, className: "f_castle_65_1", engName: "?", localKey: "?" },
{ mapId: 4030, className: "f_castle_65_2", engName: "?", localKey: "?" },
{ mapId: 4040, className: "f_castle_65_3", engName: "?", localKey: "?" },
{ mapId: 4050, className: "d_cmine_66_1", engName: "?", localKey: "?" },
{ mapId: 4060, className: "d_cmine_66_2", engName: "?", localKey: "?" },
{ mapId: 4070, className: "d_castle_67_1", engName: "?", localKey: "?" },
{ mapId: 4080, className: "d_castle_67_2", engName: "?", localKey: "?" },
{ mapId: 4090, className: "d_underfortress_68_1", engName: "?", localKey: "?" },
{ mapId: 4100, className: "d_underfortress_68_2", engName: "?", localKey: "?" },
{ mapId: 4110, className: "id_catacom2", engName: "?", localKey: "?" },
{ mapId: 4120, className: "id_underfortress", engName: "?", localKey: "?" },
{ mapId: 4130, className: "gid_firetower_01", engName: "?", localKey: "?" },
{ mapId: 4140, className: "gid_thorn_01", engName: "?", localKey: "?" },
{ mapId: 4150, className: "gid_zachariel_01", engName: "?", localKey: "?" },
{ mapId: 4160, className: "gid_rokas_01", engName: "?", localKey: "?" },
{ mapId: 4170, className: "gid_velniasprison_51_3", engName: "?", localKey: "?" },
{ mapId: 10001, className: "mission_instance", engName: "?", localKey: "?" },
{ mapId: 20000, className: "infinite_map", engName: "Infinite Map", localKey: "ETC_20150317_001368" },
{ mapId: 20010, className: "pvp_tournament", engName: "PVP Tournament", localKey: "ETC_20150317_001369" },
]
